sentence_id	label	solved_conflict	sentence_tokens_no_stop_lemmatized
2fc93ca9-4ae7-458b-ae31-cd886a2346de	OBJ	False	['democrats', 'congress', 'try', 'ban', 'alien', 'illegal', 'alien', 'replace', 'foreign', 'national', 'undocumente', 'foreign', 'national']
89cccb37-28bf-439b-9257-e556ecccce17	SUBJ	False	['leftist', 'claim', 'perfectly', 'good', 'legal', 'phrase', 'illegal', 'alien', 'sinister', 'dehumanizing']
8dd8e6d4-9f73-4ced-af27-1a76425eb379	OBJ	False	['large', 'number', 'influential', 'farright', 'movement', 'vocal', 'opposition', 'europride', 'recent', 'month', 'lead', 'vui', 'cancel', 'event']
8265740d-7224-4d52-ba1d-b95c73f91371	OBJ	False	['big', 'police', 'presence', 'pride', 'finally', 'go', 'ahead', 'peacefully', '2014']
dc1632c5-46ff-4adb-acc8-6e4b56dc0d11	OBJ	False	['china', 'gdp', '2023', '2trn', 'level', 'forecast', 'january', 'reckon', 'goldman', 'sach', 'bank']
0288ebe9-bd89-49b3-ba60-f1bb745b6f48	OBJ	False	['accuse', 'somali', 'donate', 'variety', 'politician', 'include', 'rep', 'ilhan', 'omar', 'state', 'senator', 'omar', 'fateh', 'shukri', 'olow', 'run', 'state', 'representative', 'state', 'rep', 'hodan', 'hassan', 'keith', 'ellison', 'crony']
182d73e2-3a71-43c4-acaf-e9248817766f	SUBJ	False	['take', 'refuge', 'public', 'credit', 'cause', 'infection', 'attack', 'business', 'banking', 'industry', 'agriculture', 'entire', 'body', 'private', 'enterprise']
bb3f5b4e-e145-42fb-95a1-bb9d1648fea6	OBJ	False	['normally', 'majority', 'opinion', 'speak', 'decision', 'policyour', 'state', 'value', 'inclusion', 'diversity', 'rule', 'base', 'policy', 'definition', 'judicial', 'activism']
246c617d-fafb-44bd-b8e6-caebb2def18f	OBJ	False	['way', 'outskirt', 'average', 'resident', 'inconveniently', 'far', 'freeway']
e3fe036b-b501-40b6-976a-92cad00a7d03	OBJ	False	['worker', 'grant', 'single', 'pay', 'sick', 'day']
26596b19-6ae0-4087-ae00-98730d33dacc	OBJ	False	['plug', 'budgetary', 'hole', '80', '111', 'city', 'track', 'southern', 'weekly', 'mainland', 'newspaper', 'increase', 'collect', 'fine', 'year']
d9b68138-3561-4222-9364-724f49ff792f	SUBJ	True	['state', 'sixtytwo', 'county', 'city', 'addition', '932', 'town', '507', 'village', 'count', '9600', 'school', 'district', 'try', 'render', 'efficient', 'service', 'amid', 'diffuse', 'identity', 'inevitable', 'jealousy', 'roughly', '11000', 'independent', 'administrative', 'officer', 'board']
eaebd7db-6f3d-4c70-98d6-34b225389533	SUBJ	False	['habit', 'think', 'traditional', 'image', 'machine', 'boss', 'pork', 'barrel', 'spoil', 'system', 'politician', 'popular', 'character', 'acquire', 'merit', 'power', 'spend', 'public', 'money', 'thing', 'people', 'money', 'people', 'take', 'care', 'time', 'everybodys', 'money']
18da0aa0-dc23-4028-9505-0ee169ebcc45	OBJ	False	['europride', 'go', 'warsaw', '2010', 'riga', '2015', 'belgrade', 'like', 'natural', 'step', 'term', 'political', 'complicated']
831f054e-4cc3-475d-b58f-c85f75900e8f	OBJ	False	['doctor']
5891befb-11d7-4802-91e6-170dfe2b2d5e	OBJ	False	['course']
2178db02-b737-4cd8-b12e-fa55f3ca76d2	SUBJ	False	['government', 'equality', 'level', 'look', 'opposite', 'bill']
1740ae0d-8ea6-4f93-bbd5-a3275b5e8d97	OBJ	False	['teacher', 'unhappy']
cfebca6b-2658-4c9a-9058-d6e198448c21	SUBJ	False	['look', 'bellwether', 'world', 'economy', 'bad', 'consider', 'happen', 'high', 'end', 'london', 'property', 'market']
920fd815-b798-4d8d-8cae-03bd50997ccd	OBJ	False	['thoughtful', 'proponent', 'stakeholder', 'capitalism', 'argue', 'friedman', 'miss', 'important', 'point', 'corporation', 'exist', 'state', 'nature', 'exist', 'society', 'permit']
5ff28d29-b8f1-4b0e-a2b3-b116eefef72e	SUBJ	False	['strong', 'case', 'stakeholder', 'capitalism']
55afdcb9-4f47-40b4-b1ca-7010701712e3	OBJ	False	['fiscal', 'swing', 'like', 'gdp', 'year', '2008', '2010']
7fd2526a-27c2-4a91-8302-c1a0bfa420a3	SUBJ	False	['theory', 'problematic', 'behavior', 'part', 'new', 'mexico', 'rule', 'prevent', 'illegal', 'alien', 'give', 'authorization', 'practice', 'law', 'not', 'count']
b662740f-a3a5-4bf5-96e5-0012c1e05338	OBJ	False	['conservative', 'reject', 'boris', 'johnson', 'term', 'clearly', 'positive', 'sense', 'drop', 'reference', 'level']
93a28974-cb99-4232-aca6-386033082974	OBJ	False	['teacher', 'unhappy']
5d8521c0-ea65-425e-94ce-fb73ba1ec702	OBJ	False	['entirely', 'clear', 'ba46', 'emerge', 'possible', 'recombinant', 'variant']
29493d63-8766-46d2-ba47-a7a1fc23927f	OBJ	False	['banker', 'loath', 'lend', 'money', 'investor', 'reluctant', 'buy', 'bond']
df7e8368-c6f6-4c7d-aa46-e73a66352c06	SUBJ	False	['event', 'organiser', 'envisage', 'celebration', 'new', 'progressive', 'era', 'turn', 'chaotic', 'nightmare']
54523536-da73-486d-8037-5b1465ae9236	OBJ	False	['garina', 'recall', 'belgrade', 'look', 'like', 'war', 'zone']
da6f1d5b-3d8a-4e23-8d8d-e923fa62570f	SUBJ	False	['racist', 'scandal', 'prove', 'contrive', 'comparison', 'way', 'african', 'head', 'state', 'force', 'travel', 'bus', 'white', 'gentleman', 'joe', 'biden', 'car']
72d5edc9-d726-4b0c-b1d8-a4570f2e2304	OBJ	False	['federal', 'expenditure', 'rise', 'cost', 'government', 'suppose']
95bb5ed6-49b7-4e72-9b57-c9a7746e59cb	OBJ	False	['rail', 'worker', 'sick', 'day', 'limit', 'pay', 'time', 'make', 'job', 'increasingly', 'unsustainable', 'kind', 'family', 'life']
bf13da5e-9008-48e7-81c4-49e293426093	OBJ	False	['yulin', 'city', 'shaanxi', 'province', 'impose', 'fine', '66000', 'yuan', '9500', 'grocer', 'sell', '25', 'kg', 'subpar', 'celery']
7ab04b3b-9022-49b7-bece-05fcabb2e9ca	SUBJ	False	['make', 'read', 'report', 'indoctrinate', 'policy', 'wonk', 'write', 'difficult', 'read', 'write', 'immigrant', 'unclear', 'actually', 'mean', 'lawfully', 'present', 'immigrant', 'word', 'euphemism', 'illegal', 'alien']
5ce9f566-4d05-45bc-ba60-d43b68f3113a	SUBJ	False	['suppose', 'work', 'tide', 'rise', 'save', 'redeem', 'able', 'perform', 'terrific', 'gymnastic', 'feat', 'get', 'equilibrium']
e4e388ca-39ad-4b83-a612-a6f5a6b79678	OBJ	False	['ilhan', 'omar', 'angle', 'mecca', 'angle']
d6899df4-a50b-4344-aead-7a0d9a28a7d2	OBJ	False	['teacher', 'unhappy']
598c98b7-d2af-496e-be46-e27c51b1b541	SUBJ	False	['deficit', 'public', 'revenue', 'shrinkage', 'taxable', 'sudden', 'violent']
8aa7ff14-7ad3-45db-8a19-639457220e74	OBJ	False	['new', 'booster', 'injection', 'mrna', 'technology', 'experimental', 'gene', 'therapy', 'shoot', 'set', 'authorize', 'week', 'human', 'trial', 'complete']
5eec6fa5-d193-4062-936b-8e06a35dbeb2	OBJ	False	['fortune', 'center', 'disease', 'control', 'prevention', 'recently', 'break', 'category', 'case', 'top', 'dr', 'stuart', 'ray', 'vice', 'chair', 'medicine', 'datum', 'integrity', 'analytic', 'johns', 'hopkin', 'department', 'medicine', 'tell', 'fortune']
44560d31-dfa3-4a2a-bfa7-15477227b1cc	OBJ	False	['right', 'common', 'variant', 'ba5', '85', 'ba46', 'comprise', '103', 'infection', 'ba275', 'comprise', '13']
f5bbd316-8952-4603-8982-ab3154bd598c	SUBJ	False	['nonetheless', 'believe', 'fall', 'short', 'legal', 'historical', 'reason', 'lie', 'wake', 'inc', 'book', 'publish', 'year']
1cb0281c-715e-4d9e-8222-797f79a59d80	SUBJ	False	['white', 'house', 'mainstream', 'medium', 'try', 'avoid', 'kind', 'conversation']
53b4439a-d1ac-4441-8f4b-a1299d2a0b7f	OBJ	False	['nationally', 'percentage', 'teacher', 'quit', 'soar', 'record', 'level', 'july', '2020', 'past', 'year', 'quit', 'rate', 'drop', 'state', 'district', 'shortage']
27495e51-e72b-4be9-a224-3428f6db7640	OBJ	False	['day', 'city', 'council', 'adopt', 'resolution', 'call', 'congress', 'reduce', 'federal', 'government', 'expenditure', 'onefifth', 'call', 'congress', 'vote', 'government', 'bond', 'issue', 'billion', 'necessary', 'spend', 'money', 'possible', 'american', 'citizen', 'inalienable', 'right', 'earn', 'honest', 'live', 'family']
f9235b9f-1e38-4706-8c1d-83e44dda3d9d	SUBJ	False	['journalist', 'try', 'cle', 'remnant', 'professional', 'standard']
eb89653a-376c-4f5a-b0f3-1853691b17b9	SUBJ	False	['usually', 'politician', 'use', 'open', 'newspeaktype', 'term', 'try', 'obscure', 'want']
e14d1c51-0140-45f8-b234-0d29d271cec0	OBJ	False	['capita', 'cost', 'government', 'increase', 'follow', '1880', 'was1356', '1903', 'was1939', '1913', 'was3024', '1923', 'was8894', '1929', 'was10737', '1932', 'approximately', '12400']
b938e7a8-3ee2-4aff-824f-5e33b72c8f5a	OBJ	False	['result', 'monetary', 'ease', 'translate', 'big', 'expansion', 'credit']
a57e6c4f-427d-4ca2-b973-4ad1c4b92d72	SUBJ	True	['tolerate', 'give', 'encouragement', 'everexpande', 'cost', 'government']
19470b2e-7945-4840-bd01-e85efd8580a3	OBJ	False	['regular', 'television', 'news', 'matter', 'fact', 'show', 'footage', 'mass', 'respectful', 'mourner', 'choreograph', 'pageantry', 'human', 'moment', 'sorrow']
953178f8-26ab-4433-a6e4-bb38a02ee0d7	OBJ	False	['year', 'party', 'lobby', 'parliamentary', 'vote', 'ban', 'pride', 'fail', 'organise', 'protest']
c037ed99-d375-46d2-ad8d-91097a8f47d9	OBJ	True	['warn', 'come']
137a9445-559a-43d7-a01b-2ae71001407f	SUBJ	False	['key', 'element', 'fraud', 'cry', 'racism']
157bf8d3-e28d-488f-9dd4-5fadcbcd2f65	SUBJ	False	['idea', 'spread', 'like', 'wildfire', 'community', 'community']
fbdb93fa-2f0f-461f-9557-c0a2aa9c26c5	OBJ	False	['year', 'california', 'colorado', 'ban', 'phrase', 'illegal', 'alien', 'state', 'law']
90e7d7b8-0977-4593-b8bd-b249ad21114b	SUBJ	False	['world', 'detail', 'property', 'circulate', 'suppose', 'market', 'website', 'control', 'cabal', 'highend', 'buyingselle', 'agent', 'operate', 'completely', 'grid']
d936a13a-96fa-4a5b-b357-0d5564770ddf	OBJ	False	['pay', 'time', 'sick', 'day', 'define', 'issue', 'dispute', 'gain', 'ambiguous']
516f1cae-e840-4a70-8569-74d2bddf1f0e	OBJ	False	['regard', 'tyranny', 'extreme', 'minority', 'try', 'impose', 'value', 'contradiction', 'collective', 'moral', 'value', 'society']
f28d584f-1fcc-44cb-a893-5082a01292b4	SUBJ	False	['increasingly', 'irresistibly', 'public', 'credit', 'create', 'indigent', 'caste', 'indigence', 'comfortable', 'goal', 'great', 'dependent', 'caste', 'refer', 'people', 'lower', 'income', 'range', 'indigent', 'dependent', 'public', 'credit', 'security', 'modern', 'housing', 'care', 'illness', 'protection', 'health', 'economic', 'insurance', 'amusement', 'guidance', 'socialservice', 'caste', 'mind', 'indigent', 'oversee', 'dependent']
96275c61-bea9-478f-a851-e57a3ab6edba	OBJ	False	['far', 'cry', 'rail', 'union', 'original', 'demand', 'pay', 'sick', 'day']
fe22144f-722a-42fa-a4ab-3da82f602db0	OBJ	False	['title', 'receive', 'argument', 'echo', 'variety', 'paper', 'innovate', 'like', 'china', 'invest', 'like', 'china', 'internationalising', 'like', 'china']
0e67c312-1288-4300-991f-d93ccca01ba1	OBJ	False	['start', 'write', 'rise', 'stakeholder', 'capitalism', 'corporate', 'americaand', 'close', 'cousin', 'esg', 'environmental', 'social', 'governance', 'movement', 'capital', 'marketsi', 'explain', 'term', 'mean', 'new', 'concept', 'audience']
a67a08da-9bd5-4f54-9a0f-1b8bef2518f8	OBJ	False	['white', 'house', 'aide', 'work', 'create', 'contingency', 'plan', 'supply', 'chain', 'event', 'strike']
47347a7f-ae10-4365-80ed-aa2efe519c81	OBJ	False	['massachusetts', 'cost', 'nearly', 'twofifth', 'state', 'outlay']
8c880770-a393-4cc8-ba17-89cbf57432d0	OBJ	False	['denmark', 'germany', 'france', 'see', '10', 'world', 'identify', 'case', 'far', 'accord', 'covlineagesorg', 'covid', 'datum', 'repository', 'update', 'daily', 'contributor', 'university', 'england', 'scotland', 'australia']
b54752ee-3f59-409e-a93a-ae09efae1bab	OBJ	False	['tide', 'rise']
e1d1a666-8433-4696-bc03-c7ac9d370a48	OBJ	False	['shtfplan', 'accord', 'report', 'ndtv', 'new', 'covid19', 'variant', 'ba46', 'account', 'percent', 'recent', 'case']
f1735b48-b058-40d9-bb04-96904776bdfd	OBJ	False	['district', 'reject', 'mask', 'requirement', 'struggle', 'enforce', 'come', 'work', 'mean', 'daily', 'exposure', 'covid']
827fb861-5a2f-4879-b20a-b06987f6c5d0	OBJ	False	['fda', 'issue', 'new', 'guidance', 'antiviral', 'drug', 'know', 'tecovirimat', 'tpoxx', 'publish', 'week', 'online', 'update', 'label']
7f08a4ec-5a50-48ce-b543-98323e5f4dee	SUBJ	False	['government', 'surrender', 'power', 'emergency', 'powersnot']
ada37909-9f6e-4804-85b4-cea500f33f28	OBJ	False	['detail', 'release', 'appear', 'rail', 'union', 'limit', 'meaningful', 'gain', 'key', 'issue', 'hold', 'line']
3e9f5450-98d5-452f-8697-38f3d5f89d23	OBJ	True	['unique', 'set', 'circumstance', 'bring', 'pcl', 'focus', 'safe', 'haven', 'choice', 'global', 'player', 'seek', 'stash', 'cash']
60e92229-6920-45fa-9830-1d6a83616beb	SUBJ	False	['conjecture', 'evident', 'itselfnamely', 'rise', 'cost', 'government', 'suddenly', 'generation', 'traditional', 'basis', 'point', 'begin', 'absorb', 'onequarter', 'total', 'national', 'income', 'political', 'social', 'oman', 'great', 'significance']
80bd9417-67d8-4fc3-8b34-54f0b22926cc	OBJ	False	['pride', 'organiser', 'remain', 'defiant', 'say', 'serbian', 'government', 'lack', 'legal', 'authority', 'cancel']
880b6d56-823b-434b-b511-f615ebe871f3	SUBJ	False	['mean', 'surrender', 'new', 'occasion']
99091e2e-e793-4c43-94c7-3c4bd3e7e97b	SUBJ	False	['ndmp', 'accord', 'draft', 'bill', 'implement', 'secretary', 'state', 'whim']
83434214-cccc-480c-8eb5-99ff96cced8a	OBJ	False	['late', 'rule', 'open', 'border', 'court', 'relish', 'make', 'arbitrary', 'decision', 'think', 'consequence']
8ae1d488-5231-42e9-b87b-242c668b4e6a	SUBJ	False	['torrential', 'spend', 'arm', 'state', 'leave', 'excess', 'capacity', 'skew', 'pattern', 'production', 'heavy', 'debt']
921a1f46-1494-4004-95ed-d26b907d3aae	SUBJ	False	['bumpy', 'road', 'juncture']
c2ca3827-247d-4302-971d-8054d32c73aa	OBJ	True	['socialist', 'believe', 'shall']
58d703aa-131b-40b4-8373-0c34b86bb1c7	OBJ	False	['vui', 'say', 'regret', 'cite', 'deepen', 'security', 'crisis', 'neighbour', 'kosovo', 'economic', 'pressure', 'reason', 'postpone', 'europride', 'happy', 'time']
cb0dd788-2074-4469-a8f9-24d163db41c6	OBJ	False	['rightwe', 'extremist', 'spread', 'lie', 'malicious', 'conspiracy', 'theory', 'medium', 'previous', 'year', 'say']
84ac387e-d7c7-4cb5-b82d-8a07a2869ce4	OBJ	False	['expos', 'real', 'problem', 'new', 'england', 'journal', 'medicine', 'study', 'realworld', 'datum', 'prove', 'vaccinate', 'population', 'immune', 'system', 'return', 'natural', 'state', 'see', 'unvaccinate', 'population']
56065090-3ff8-44a9-adaa-bd7617e972a9	SUBJ	False	['demand', 'public', 'credit', 'social', 'service', 'difficult', 'resist']
f8f764dc-f0b1-4276-a4a2-e26c2fc774ca	SUBJ	False	['thisthat', 'cost', 'government', 'shall', 'reduce']
7c90f8f0-b98b-4e5f-bb77-104308058d1b	SUBJ	True	['illegalalien', 'lawyer', 'allow', 'try', 'prevent', 'fellow', 'illegal', 'alien', 'deport']
2a0a8ed6-fd9b-4ba5-862b-41ac44a117eb	SUBJ	False	['great', 'negative', 'externality', 'stakeholder', 'capitalism', 'ought', 'internalise', 'return', 'political', 'power', 'nebulous', 'stakeholder', 'citizen', 'nation']
61c3f550-2632-4506-b539-71f37ce710da	OBJ	False	['state', 'find', 'hard', 'retain', 'staff', 'poor', 'rural', 'urban', 'district', 'primarily', 'serve', 'student', 'color']
ff686f1c-7413-40ae-b31e-3f10c4febc52	OBJ	False	['ll', 'rise', 'hospitalization', 'mortality', 'high', 'proportionally', 'rise', 'case', 'simply', 'majority', 'americans', 'right', 'infect', 'vaccinate', 'immunity', 'say']
aa46d4c3-21a2-478d-9c72-d2091fb1c297	OBJ	False	['economist', 'call', 'limit', 'liability', 'mans', 'great', 'invention']
8ab997bd-c6d4-43a5-b1f6-21ae541ff3be	OBJ	False	['reference', 'state', 'provide', 'improve', 'attorney', 'license', 'immigrant', 'population', 'daca', 'recipient', 'legal', 'immigrant', 'andor', 'unauthorized', 'immigrant', 'massey', 'say', 'email']
a37dd484-e3fd-454d-9076-d09eadeebf97	OBJ	False	['catch', 'culture', 'war', 'recent', 'poll', '88', 'percent', 'teacher', 'say', 'education', 'politicize', 'teach']
c7cc5770-dece-4579-a479-fa7409f8bc0a	OBJ	False	['week', 'bf7', 'surpass']
a9e1eabe-25fc-4a6b-8e46-d948a5c1104c	OBJ	False	['allow', 'local', 'authority', 'issue', '500bn', 'special', 'bond', 'suppose', 'repay', 'revenue', 'infrastructure', 'project', 'finance']
e971ffca-9618-4b14-9550-d5c7b16b4891	SUBJ	False	['fraud', 'massively', 'insane', 'americans', 'will', 'not']
a6ff6961-4888-4291-b365-f81ea80a76eb	OBJ	False	['statement', 'white', 'house', 'say', 'administration', 'act', 'limit', 'fund', 'increase', 'supply', 'athome', 'covid19', 'test', 'strategic', 'national', 'stockpile', 'sns', 'purchase', '100', 'million', 'additional', 'athome', 'rapid', 'test', 'domestic', 'manufacturer']
a476b7a7-98c6-4db0-8193-1c105e325c0d	OBJ	False	['reduce', 'cost', 'government', 'measure', 'tend', 'serve', 'potent', 'force', 'act', 'extend', 'government']
31ab5053-e58e-4ba8-8f4d-af9d1b85f96c	SUBJ	False	['boris', 'johnson', 'declare', 'level', 'define', 'mission', 'administration', 'practice', 'main', 'usage', 'sloganpolicy', 'pretend', 'government', 'actually', 'positive', 'alongside', 'draconian', 'piece', 'legislation', 'attack', 'democracy']
f5b5a680-4636-4448-9c51-a2f504f9eb73	OBJ	False	['far', 'away', 'black', 'neighborhood', 'neighborhood', 'bypass', 'cut']
f0ab93fd-ded6-4210-b5bd-0bd487eb3e0e	SUBJ	False	['observe', 'strange', 'bedfellowship']
91150888-3ed2-4fcd-97ff-219149a0e13d	OBJ	False	['suppose', 'differently']
933fec57-8c72-4ef0-8953-857b6e2f74fb	SUBJ	False	['currently', 'evidence', 'direct', 'question', 'scrutiny', 'merit']
8a0f6e11-c4cc-471d-9687-80e71c5a3301	OBJ	False	['china', 'string', 'pull']
9ebd51e3-8f5a-4174-938f-1efdf3bfe85d	SUBJ	False	['reason', 'lack', 'actual', 'level', 'clear', 'people', 'run', 'ideology', 'interest', 'conservative', 'party']
4d21c9ea-27f0-473b-85c0-f130f3cd2e72	OBJ	False	['union', 'manage', 'win', 'increase', 'health', 'care', 'copay', 'deductible', 'key', 'stick', 'point', 'underreporte', 'medium']
07b28f64-dd52-4899-8ebb-50388106a869	OBJ	False	['growth', 'advantage', 'multiple', 'country', 'make', 'reasonable', 'think', 'bf7', 'gain', 'foothold', 'potentially', 'transmissible', 'parent', 'ba5', 'ray', 'say']
6751566d-fc18-45e9-941a-b778beb79062	OBJ	False	['central', 'mechanism', 'process', 'introduction', 'national', 'development', 'management', 'policy', 'ndmp', 'override', 'policy', 'local', 'council', 'lead', 'decisionmake', 'particular', 'site', 'controversial', 'subject', 'public', 'debate', 'deliberation', 'limit']
534400f6-3a94-4c84-8c0d-57127f013799	OBJ	False	['cry', 'racism', 'work', 'peak', 'safari', 'claim', 'feed', '6000', 'child', 'day']
0e752cf4-2111-44cc-ad78-e6deaeeba1c1	SUBJ	True	['despite', 'talk', 'postindustrial', 'service', 'economy', 'get', 'fact', 'economy', 'function', 'industrial', 'labour']
200ae773-1d33-41da-95db-4fda10929cf8	SUBJ	False	['observe', 'time', 'prosperity', 'government', 'bind', 'extend', 'revenue', 'plenty', 'purblind', 'demand', 'special', 'benefit', 'confer', 'public', 'credit']
4fecb402-b8d4-45fe-842e-babddbe9aa1b	OBJ	False	['limit']
08834a92-4384-4591-bed6-5090a828eb9b	OBJ	False	['main', 'concern', 'committee', 'bill', 'vague', 'unspecified', 'cut', 'power', 'like', 'provision', 'secretary', 'state', 'secondary', 'legislation', 'bill', 'substantive', 'content', 'future']
9c0ba5db-63c9-4c46-b938-7329a7e3be15	OBJ	False	['stakeholder', 'capitalism', 'refersor', 'referto', 'idea', 'company', 'serve', 'shareholder', 'societal', 'interest']
76803cdc-afd6-47fa-98aa-a7ac17ec6fcc	OBJ	False	['plan', 'like', 'nhs', 'area', 'postwar', 'welfare', 'state', 'neoliberal', 'politician', 'able', 'fully', 'dismantle']
1e998db4-55ec-4ada-af94-7b451434fcb9	SUBJ	False	['predictive', 'programming']
099ebe96-a98c-4e5c-b9ad-723f19ab434c	OBJ	False	['ba275', 'predict', 'overtake', 'place', 'ba5217', 'similar', 'advantage', 'plain', 'ba5', 'different', 'outcome']
7386c1a8-bfaa-40f4-9cb6-4b9cd43cc330	OBJ	False	['child', 'far', 'handicap', 'physically', 'mentally', 'need', 'special', 'treatment', 'train']
c4643a8a-ad73-41df-a950-8f54c7141b02	OBJ	False	['run', 'rondo', 'neighborhood', 'black', 'neighborhood', 'twin', 'city']
b349e288-3f96-4174-93c2-962862426f47	OBJ	False	['politician', 'come', 'forward']
ad238ccb-6a49-4e20-ba92-626b605e2f15	OBJ	False	['public', 'credit', 'nation', 'different']
0e0143d4-cbb1-41ee-8219-14fbc7fed78c	OBJ	False	['kristine', 'garina', 'latvian', 'president', 'european', 'pride', 'organiser', 'association', 'say', 'organiser', 'appeal', 'ban', 'court']
dfa1b296-91b3-45b9-9800-b0bea1f62dae	OBJ	True	['black', 'tend', 'live', 'near', 'center', 'city', 'neighborhood', 'tend', 'chop']
fa7a13a7-619c-452b-87d8-fbe81059b130	OBJ	False	['principal', 'reason', 'point', 'view', 'government', 'universal', 'income', 'tax', 'powerful', 'restraint', 'expansion', 'government']
27b8f9ba-9abf-4257-b92d-062338333046	SUBJ	False	['stakeholder', 'capitalism', 'poison', 'democracy', 'partisan', 'politic', 'poison', 'capitalism']
0156b6cd-b7db-4180-8510-5fd9e2b64496	OBJ	False	['thing', 'particular', 'pcl', 'business']
992e2e04-1374-4fee-b888-f0bb95700e76	OBJ	False	['economy', 'elimination', 'graft', 'needless', 'waste', 'consolidation', 'government', 'competitive', 'part', 'reform', 'structure', 'limit', 'number', 'local', 'civic', 'unit', 'duplication', 'costly']
97fb9359-cbd3-4df2-8e53-d098e9a00fa8	SUBJ	False	['local', 'farright', 'activist', 'appear', 'quietly', 'accept', 'defeat', 'belgrade', 'pride', 'tame', 'smallscale', 'annual', 'event', 'ferocity', 'opposition', 'europride', 'reveal', 'social', 'attitude', 'different', '2001']
8e7acea0-9771-4e03-834d-70fa10945638	OBJ	False	['visibility', 'increase', 'progress', 'belgrade']
dcb55612-bc0c-4ddf-bb9d-9851e7436dd8	OBJ	False	['pictwittercomthb42hdbho', 'tom', 'wenseleer', 'twenseleer', 'august', '21', '2022', 'far', 'belgium', 'see', 'lion', 'share', 'bf7', 'case', 'identify', 'globally', '25']
5e63fc65-41f2-49aa-a593-45344a9f9c6c	SUBJ	True	['nation', '31', 'million', 'publicschool', 'teacher', 'deeply', 'disenchant', 'profession']
b07f5f9e-afd1-42a8-a473-51b3e35eef03	OBJ	False	['president', 'hoover', 'say', 'taste', 'emergency', 'power', 'government']
72f0579d-0e4f-4787-9cee-ea490692cbd9	OBJ	False	['plan', 'system', 'initial', 'institution', 'aim', 'democratise', 'land', 'plan', 'act', '1947', 'define', 'local', 'authority', 'responsibility', 'set', 'development', 'plan', 'decide', 'develop', 'persevered']
040c9f23-a7e8-46e6-b8a0-630c306cfd8b	OBJ	False	['month', 'scientist', 'watch', 'ba275', 'dub', 'centaurus', 'twitterverse', 'variant', 'interest', 'potential', 'surge', 'fall']
dfa90669-ed82-482d-a471-236228cf2864	SUBJ	True	['boss', 'command', 'support', 'beneficiary', 'social', 'service', 'secondly', 'promote', 'live', 'social', 'service', 'thirdly', 'doctrine', 'machine']
df1c5aba-a52a-44a5-b8ad-6a9f28ae476f	OBJ	False	['absolutely']
