sentence_id	label	solved_conflict	sentence	label_encoded	processed_sentence	sentiment	sentiment_bin	pos_tags	pos_sequence
dc1632c5-46ff-4adb-acc8-6e4b56dc0d11	OBJ	False	['china', 'gdp', '2023', '2trn', 'level', 'forecast', 'january', 'reckon', 'goldman', 'sach', 'bank']	0	china gdp 2023 2trn level forecast january reckon goldman sach bank	0.0	-0.0	['PROPN', 'PROPN', 'NUM', 'NUM', 'NOUN', 'NOUN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN']	PROPN PROPN NUM NUM NOUN NOUN PROPN PROPN PROPN PROPN PROPN
0288ebe9-bd89-49b3-ba60-f1bb745b6f48	OBJ	False	['accuse', 'somali', 'donate', 'variety', 'politician', 'include', 'rep', 'ilhan', 'omar', 'state', 'senator', 'omar', 'fateh', 'shukri', 'olow', 'run', 'state', 'representative', 'state', 'rep', 'hodan', 'hassan', 'keith', 'ellison', 'crony']	0	accuse somali donate variety politician include rep ilhan omar state senator omar fateh shukri olow run state representative state rep hodan hassan keith ellison crony	0.0	-0.0	['VERB', 'ADJ', 'ADJ', 'NOUN', 'NOUN', 'VERB', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'ADP', 'VERB', 'NOUN', 'NOUN', 'NOUN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN']	VERB ADJ ADJ NOUN NOUN VERB PROPN PROPN PROPN PROPN PROPN PROPN PROPN PROPN ADP VERB NOUN NOUN NOUN PROPN PROPN PROPN PROPN PROPN PROPN
182d73e2-3a71-43c4-acaf-e9248817766f	SUBJ	False	['take', 'refuge', 'public', 'credit', 'cause', 'infection', 'attack', 'business', 'banking', 'industry', 'agriculture', 'entire', 'body', 'private', 'enterprise']	1	take refuge public credit cause infection attack business banking industry agriculture entire body private enterprise	0.0	-0.0	['VERB', 'NOUN', 'ADJ', 'NOUN', 'NOUN', 'NOUN', 'NOUN', 'NOUN', 'NOUN', 'NOUN', 'NOUN', 'ADJ', 'NOUN', 'ADJ', 'NOUN']	VERB NOUN ADJ NOUN NOUN NOUN NOUN NOUN NOUN NOUN NOUN ADJ NOUN ADJ NOUN
bb3f5b4e-e145-42fb-95a1-bb9d1648fea6	OBJ	False	['normally', 'majority', 'opinion', 'speak', 'decision', 'policyour', 'state', 'value', 'inclusion', 'diversity', 'rule', 'base', 'policy', 'definition', 'judicial', 'activism']	0	normally majority opinion speak decision policyour state value inclusion diversity rule base policy definition judicial activism	-0.325	-0.32	['ADV', 'ADJ', 'NOUN', 'VERB', 'NOUN', 'NOUN', 'NOUN', 'NOUN', 'NOUN', 'NOUN', 'NOUN', 'NOUN', 'NOUN', 'NOUN', 'ADJ', 'NOUN']	ADV ADJ NOUN VERB NOUN NOUN NOUN NOUN NOUN NOUN NOUN NOUN NOUN NOUN ADJ NOUN
246c617d-fafb-44bd-b8e6-caebb2def18f	OBJ	False	['way', 'outskirt', 'average', 'resident', 'inconveniently', 'far', 'freeway']	0	way outskirt average resident inconveniently far freeway	-0.024999999999999994	-0.0	['NOUN', 'VERB', 'ADJ', 'NOUN', 'ADV', 'ADV', 'NOUN']	NOUN VERB ADJ NOUN ADV ADV NOUN
e3fe036b-b501-40b6-976a-92cad00a7d03	OBJ	False	['worker', 'grant', 'single', 'pay', 'sick', 'day']	0	worker grant single pay sick day	-0.39285714285714285	-0.42	['NOUN', 'VERB', 'ADJ', 'NOUN', 'ADJ', 'NOUN']	NOUN VERB ADJ NOUN ADJ NOUN
26596b19-6ae0-4087-ae00-98730d33dacc	OBJ	False	['plug', 'budgetary', 'hole', '80', '111', 'city', 'track', 'southern', 'weekly', 'mainland', 'newspaper', 'increase', 'collect', 'fine', 'year']	0	plug budgetary hole 80 111 city track southern weekly mainland newspaper increase collect fine year	0.20833333333333334	0.21	['VERB', 'ADJ', 'NOUN', 'NUM', 'NUM', 'NOUN', 'NOUN', 'ADJ', 'ADJ', 'NOUN', 'NOUN', 'NOUN', 'VERB', 'ADJ', 'NOUN']	VERB ADJ NOUN NUM NUM NOUN NOUN ADJ ADJ NOUN NOUN NOUN VERB ADJ NOUN
d9b68138-3561-4222-9364-724f49ff792f	SUBJ	True	['state', 'sixtytwo', 'county', 'city', 'addition', '932', 'town', '507', 'village', 'count', '9600', 'school', 'district', 'try', 'render', 'efficient', 'service', 'amid', 'diffuse', 'identity', 'inevitable', 'jealousy', 'roughly', '11000', 'independent', 'administrative', 'officer', 'board']	1	state sixtytwo county city addition 932 town 507 village count 9600 school district try render efficient service amid diffuse identity inevitable jealousy roughly 11000 independent administrative officer board	-0.03333333333333333	-0.0	['NOUN', 'PROPN', 'NOUN', 'NOUN', 'NOUN', 'NUM', 'NOUN', 'NUM', 'NOUN', 'NOUN', 'NUM', 'NOUN', 'NOUN', 'AUX', 'VERB', 'ADJ', 'NOUN', 'ADP', 'ADJ', 'NOUN', 'ADJ', 'NOUN', 'ADV', 'NUM', 'ADJ', 'ADJ', 'NOUN', 'NOUN']	NOUN PROPN NOUN NOUN NOUN NUM NOUN NUM NOUN NOUN NUM NOUN NOUN AUX VERB ADJ NOUN ADP ADJ NOUN ADJ NOUN ADV NUM ADJ ADJ NOUN NOUN
eaebd7db-6f3d-4c70-98d6-34b225389533	SUBJ	False	['habit', 'think', 'traditional', 'image', 'machine', 'boss', 'pork', 'barrel', 'spoil', 'system', 'politician', 'popular', 'character', 'acquire', 'merit', 'power', 'spend', 'public', 'money', 'thing', 'people', 'money', 'people', 'take', 'care', 'time', 'everybodys', 'money']	1	habit think traditional image machine boss pork barrel spoil system politician popular character acquire merit power spend public money thing people money people take care time everybodys money	0.19999999999999998	0.21	['NOUN', 'VERB', 'ADJ', 'NOUN', 'NOUN', 'NOUN', 'NOUN', 'NOUN', 'NOUN', 'NOUN', 'NOUN', 'ADJ', 'NOUN', 'VERB', 'NOUN', 'NOUN', 'VERB', 'ADJ', 'NOUN', 'NOUN', 'NOUN', 'NOUN', 'NOUN', 'VERB', 'NOUN', 'NOUN', 'ADJ', 'NOUN']	NOUN VERB ADJ NOUN NOUN NOUN NOUN NOUN NOUN NOUN NOUN ADJ NOUN VERB NOUN NOUN VERB ADJ NOUN NOUN NOUN NOUN NOUN VERB NOUN NOUN ADJ NOUN
18da0aa0-dc23-4028-9505-0ee169ebcc45	OBJ	False	['europride', 'go', 'warsaw', '2010', 'riga', '2015', 'belgrade', 'like', 'natural', 'step', 'term', 'political', 'complicated']	0	europride go warsaw 2010 riga 2015 belgrade like natural step term political complicated	-0.13333333333333333	-0.11	['PROPN', 'VERB', 'PROPN', 'NUM', 'PROPN', 'NUM', 'VERB', 'ADP', 'ADJ', 'NOUN', 'NOUN', 'ADJ', 'ADJ']	PROPN VERB PROPN NUM PROPN NUM VERB ADP ADJ NOUN NOUN ADJ ADJ
831f054e-4cc3-475d-b58f-c85f75900e8f	OBJ	False	['doctor']	0	doctor	0.0	-0.0	['NOUN']	NOUN
5891befb-11d7-4802-91e6-170dfe2b2d5e	OBJ	False	['course']	0	course	0.0	-0.0	['NOUN']	NOUN
2178db02-b737-4cd8-b12e-fa55f3ca76d2	SUBJ	False	['government', 'equality', 'level', 'look', 'opposite', 'bill']	1	government equality level look opposite bill	0.0	-0.0	['NOUN', 'NOUN', 'NOUN', 'VERB', 'ADJ', 'NOUN']	NOUN NOUN NOUN VERB ADJ NOUN
1740ae0d-8ea6-4f93-bbd5-a3275b5e8d97	OBJ	False	['teacher', 'unhappy']	0	teacher unhappy	-0.6	-0.63	['NOUN', 'NOUN']	NOUN NOUN
cfebca6b-2658-4c9a-9058-d6e198448c21	SUBJ	False	['look', 'bellwether', 'world', 'economy', 'bad', 'consider', 'happen', 'high', 'end', 'london', 'property', 'market']	1	look bellwether world economy bad consider happen high end london property market	-0.2699999999999999	-0.32	['VERB', 'ADJ', 'NOUN', 'NOUN', 'ADJ', 'VERB', 'VERB', 'ADJ', 'NOUN', 'PROPN', 'NOUN', 'NOUN']	VERB ADJ NOUN NOUN ADJ VERB VERB ADJ NOUN PROPN NOUN NOUN
920fd815-b798-4d8d-8cae-03bd50997ccd	OBJ	False	['thoughtful', 'proponent', 'stakeholder', 'capitalism', 'argue', 'friedman', 'miss', 'important', 'point', 'corporation', 'exist', 'state', 'nature', 'exist', 'society', 'permit']	0	thoughtful proponent stakeholder capitalism argue friedman miss important point corporation exist state nature exist society permit	0.4	0.42	['ADJ', 'ADJ', 'NOUN', 'NOUN', 'VERB', 'ADJ', 'VERB', 'ADJ', 'NOUN', 'NOUN', 'VERB', 'NOUN', 'PROPN', 'VERB', 'NOUN', 'NOUN']	ADJ ADJ NOUN NOUN VERB ADJ VERB ADJ NOUN NOUN VERB NOUN PROPN VERB NOUN NOUN
5ff28d29-b8f1-4b0e-a2b3-b116eefef72e	SUBJ	False	['strong', 'case', 'stakeholder', 'capitalism']	1	strong case stakeholder capitalism	0.43333333333333335	0.42	['ADJ', 'NOUN', 'NOUN', 'NOUN']	ADJ NOUN NOUN NOUN
55afdcb9-4f47-40b4-b1ca-7010701712e3	OBJ	False	['fiscal', 'swing', 'like', 'gdp', 'year', '2008', '2010']	0	fiscal swing like gdp year 2008 2010	0.0	-0.0	['ADJ', 'NOUN', 'ADP', 'NOUN', 'NOUN', 'NUM', 'NUM']	ADJ NOUN ADP NOUN NOUN NUM NUM
7fd2526a-27c2-4a91-8302-c1a0bfa420a3	SUBJ	False	['theory', 'problematic', 'behavior', 'part', 'new', 'mexico', 'rule', 'prevent', 'illegal', 'alien', 'give', 'authorization', 'practice', 'law', 'not', 'count']	1	theory problematic behavior part new mexico rule prevent illegal alien give authorization practice law not count	-0.20454545454545456	-0.21	['ADJ', 'ADJ', 'NOUN', 'NOUN', 'PROPN', 'PROPN', 'NOUN', 'VERB', 'ADJ', 'NOUN', 'VERB', 'NOUN', 'NOUN', 'NOUN', 'PART', 'VERB']	ADJ ADJ NOUN NOUN PROPN PROPN NOUN VERB ADJ NOUN VERB NOUN NOUN NOUN PART VERB
b662740f-a3a5-4bf5-96e5-0012c1e05338	OBJ	False	['conservative', 'reject', 'boris', 'johnson', 'term', 'clearly', 'positive', 'sense', 'drop', 'reference', 'level']	0	conservative reject boris johnson term clearly positive sense drop reference level	0.22727272727272727	0.21	['ADJ', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'ADV', 'ADJ', 'NOUN', 'NOUN', 'NOUN', 'NOUN']	ADJ PROPN PROPN PROPN PROPN ADV ADJ NOUN NOUN NOUN NOUN
93a28974-cb99-4232-aca6-386033082974	OBJ	False	['teacher', 'unhappy']	0	teacher unhappy	-0.6	-0.63	['NOUN', 'NOUN']	NOUN NOUN
5d8521c0-ea65-425e-94ce-fb73ba1ec702	OBJ	False	['entirely', 'clear', 'ba46', 'emerge', 'possible', 'recombinant', 'variant']	0	entirely clear ba46 emerge possible recombinant variant	0.049999999999999996	-0.0	['ADV', 'ADJ', 'PROPN', 'VERB', 'ADJ', 'ADJ', 'NOUN']	ADV ADJ PROPN VERB ADJ ADJ NOUN
29493d63-8766-46d2-ba47-a7a1fc23927f	OBJ	False	['banker', 'loath', 'lend', 'money', 'investor', 'reluctant', 'buy', 'bond']	0	banker loath lend money investor reluctant buy bond	0.0	-0.0	['PROPN', 'PROPN', 'VERB', 'NOUN', 'NOUN', 'ADJ', 'NOUN', 'NOUN']	PROPN PROPN VERB NOUN NOUN ADJ NOUN NOUN
df7e8368-c6f6-4c7d-aa46-e73a66352c06	SUBJ	False	['event', 'organiser', 'envisage', 'celebration', 'new', 'progressive', 'era', 'turn', 'chaotic', 'nightmare']	1	event organiser envisage celebration new progressive era turn chaotic nightmare	0.13636363636363635	0.11	['NOUN', 'NOUN', 'NOUN', 'NOUN', 'PROPN', 'ADJ', 'NOUN', 'VERB', 'ADJ', 'NOUN']	NOUN NOUN NOUN NOUN PROPN ADJ NOUN VERB ADJ NOUN
54523536-da73-486d-8037-5b1465ae9236	OBJ	False	['garina', 'recall', 'belgrade', 'look', 'like', 'war', 'zone']	0	garina recall belgrade look like war zone	0.0	-0.0	['PROPN', 'PROPN', 'AUX', 'VERB', 'ADP', 'NOUN', 'NOUN']	PROPN PROPN AUX VERB ADP NOUN NOUN
da6f1d5b-3d8a-4e23-8d8d-e923fa62570f	SUBJ	False	['racist', 'scandal', 'prove', 'contrive', 'comparison', 'way', 'african', 'head', 'state', 'force', 'travel', 'bus', 'white', 'gentleman', 'joe', 'biden', 'car']	1	racist scandal prove contrive comparison way african head state force travel bus white gentleman joe biden car	0.0	-0.0	['ADJ', 'NOUN', 'VERB', 'ADJ', 'NOUN', 'NOUN', 'ADJ', 'NOUN', 'NOUN', 'NOUN', 'PROPN', 'PROPN', 'PROPN', 'NOUN', 'PROPN', 'PROPN', 'NOUN']	ADJ NOUN VERB ADJ NOUN NOUN ADJ NOUN NOUN NOUN PROPN PROPN PROPN NOUN PROPN PROPN NOUN
72d5edc9-d726-4b0c-b1d8-a4570f2e2304	OBJ	False	['federal', 'expenditure', 'rise', 'cost', 'government', 'suppose']	0	federal expenditure rise cost government suppose	0.0	-0.0	['ADJ', 'NOUN', 'NOUN', 'NOUN', 'NOUN', 'VERB']	ADJ NOUN NOUN NOUN NOUN VERB
95bb5ed6-49b7-4e72-9b57-c9a7746e59cb	OBJ	False	['rail', 'worker', 'sick', 'day', 'limit', 'pay', 'time', 'make', 'job', 'increasingly', 'unsustainable', 'kind', 'family', 'life']	0	rail worker sick day limit pay time make job increasingly unsustainable kind family life	-0.05714285714285716	-0.11	['NOUN', 'NOUN', 'ADJ', 'NOUN', 'NOUN', 'NOUN', 'NOUN', 'VERB', 'NOUN', 'ADV', 'ADJ', 'NOUN', 'NOUN', 'NOUN']	NOUN NOUN ADJ NOUN NOUN NOUN NOUN VERB NOUN ADV ADJ NOUN NOUN NOUN
bf13da5e-9008-48e7-81c4-49e293426093	OBJ	False	['yulin', 'city', 'shaanxi', 'province', 'impose', 'fine', '66000', 'yuan', '9500', 'grocer', 'sell', '25', 'kg', 'subpar', 'celery']	0	yulin city shaanxi province impose fine 66000 yuan 9500 grocer sell 25 kg subpar celery	0.4166666666666667	0.42	['PROPN', 'PROPN', 'PROPN', 'PROPN', 'VERB', 'ADJ', 'NUM', 'NOUN', 'NUM', 'NOUN', 'VERB', 'NUM', 'PROPN', 'PROPN', 'PROPN']	PROPN PROPN PROPN PROPN VERB ADJ NUM NOUN NUM NOUN VERB NUM PROPN PROPN PROPN
7ab04b3b-9022-49b7-bece-05fcabb2e9ca	SUBJ	False	['make', 'read', 'report', 'indoctrinate', 'policy', 'wonk', 'write', 'difficult', 'read', 'write', 'immigrant', 'unclear', 'actually', 'mean', 'lawfully', 'present', 'immigrant', 'word', 'euphemism', 'illegal', 'alien']	1	make read report indoctrinate policy wonk write difficult read write immigrant unclear actually mean lawfully present immigrant word euphemism illegal alien	-0.3125	-0.32	['VERB', 'VERB', 'NOUN', 'ADJ', 'NOUN', 'ADJ', 'VERB', 'ADJ', 'NOUN', 'VERB', 'NOUN', 'NOUN', 'ADV', 'VERB', 'ADV', 'ADJ', 'ADJ', 'NOUN', 'NOUN', 'PROPN', 'PROPN']	VERB VERB NOUN ADJ NOUN ADJ VERB ADJ NOUN VERB NOUN NOUN ADV VERB ADV ADJ ADJ NOUN NOUN PROPN PROPN
5ce9f566-4d05-45bc-ba60-d43b68f3113a	SUBJ	False	['suppose', 'work', 'tide', 'rise', 'save', 'redeem', 'able', 'perform', 'terrific', 'gymnastic', 'feat', 'get', 'equilibrium']	1	suppose work tide rise save redeem able perform terrific gymnastic feat get equilibrium	0.25	0.21	['VERB', 'NOUN', 'NOUN', 'NOUN', 'VERB', 'ADV', 'ADJ', 'VERB', 'ADJ', 'ADJ', 'NOUN', 'VERB', 'NOUN']	VERB NOUN NOUN NOUN VERB ADV ADJ VERB ADJ ADJ NOUN VERB NOUN
e4e388ca-39ad-4b83-a612-a6f5a6b79678	OBJ	False	['ilhan', 'omar', 'angle', 'mecca', 'angle']	0	ilhan omar angle mecca angle	0.0	-0.0	['PROPN', 'PROPN', 'NOUN', 'PROPN', 'NOUN']	PROPN PROPN NOUN PROPN NOUN
d6899df4-a50b-4344-aead-7a0d9a28a7d2	OBJ	False	['teacher', 'unhappy']	0	teacher unhappy	-0.6	-0.63	['NOUN', 'NOUN']	NOUN NOUN
598c98b7-d2af-496e-be46-e27c51b1b541	SUBJ	False	['deficit', 'public', 'revenue', 'shrinkage', 'taxable', 'sudden', 'violent']	1	deficit public revenue shrinkage taxable sudden violent	-0.26666666666666666	-0.32	['NOUN', 'ADJ', 'NOUN', 'NOUN', 'ADJ', 'ADV', 'ADJ']	NOUN ADJ NOUN NOUN ADJ ADV ADJ
8aa7ff14-7ad3-45db-8a19-639457220e74	OBJ	False	['new', 'booster', 'injection', 'mrna', 'technology', 'experimental', 'gene', 'therapy', 'shoot', 'set', 'authorize', 'week', 'human', 'trial', 'complete']	0	new booster injection mrna technology experimental gene therapy shoot set authorize week human trial complete	0.08409090909090909	0.11	['ADJ', 'NOUN', 'NOUN', 'PROPN', 'NOUN', 'ADJ', 'NOUN', 'NOUN', 'NOUN', 'VERB', 'VERB', 'NOUN', 'ADJ', 'NOUN', 'NOUN']	ADJ NOUN NOUN PROPN NOUN ADJ NOUN NOUN NOUN VERB VERB NOUN ADJ NOUN NOUN
5eec6fa5-d193-4062-936b-8e06a35dbeb2	OBJ	False	['fortune', 'center', 'disease', 'control', 'prevention', 'recently', 'break', 'category', 'case', 'top', 'dr', 'stuart', 'ray', 'vice', 'chair', 'medicine', 'datum', 'integrity', 'analytic', 'johns', 'hopkin', 'department', 'medicine', 'tell', 'fortune']	0	fortune center disease control prevention recently break category case top dr stuart ray vice chair medicine datum integrity analytic johns hopkin department medicine tell fortune	0.13333333333333333	0.11	['PROPN', 'PROPN', 'PROPN', 'PROPN', 'NOUN', 'ADV', 'ADJ', 'NOUN', 'NOUN', 'ADJ', 'PROPN', 'PROPN', 'PROPN', 'NOUN', 'NOUN', 'NOUN', 'NOUN', 'NOUN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'VERB', 'PROPN']	PROPN PROPN PROPN PROPN NOUN ADV ADJ NOUN NOUN ADJ PROPN PROPN PROPN NOUN NOUN NOUN NOUN NOUN PROPN PROPN PROPN PROPN PROPN VERB PROPN
