sentence_id	label	solved_conflict	sentence	word_count	label_encoded	sentence_length	avg_tfidf	cluster	pos_tags	pos_sequence	cleaned_sentence	processed_sentence	Assigned_Topic	Topic_Label	sentiment
a2140c86-b140-474f-8902-0f5c19b76338	SUBJ	False	['consolidate', 'power', 'hand', 'government', 'expect', 'situation', 'push', 'hard']	8	1	8	0.00085628158453391	1	['VERB', 'NOUN', 'NOUN', 'NOUN', 'VERB', 'NOUN', 'VERB', 'ADV']	VERB NOUN NOUN NOUN VERB NOUN VERB ADV	['consolidate', 'power', 'hand', 'government', 'expect', 'situation', 'push', 'hard']	consolidate power hand government expect situation push hard	1	SUBJ	-0.2916666666666667
7d348c76-ca27-416a-a0b8-32975447061c	OBJ	False	['drown']	1	0	1	0.0003098853424233034	2	['VERB']	VERB	['drown']	drown	0	OBJ	0.0
dd5a54ff-aeca-4b1a-9ec5-9abb81e806aa	OBJ	False	['poorhouse', 'municipal', 'colony', 'govern', 'idea', 'say', 'magazine', 'new', 'jersey', 'league', 'municipality', 'refuge', 'unfortunate', 'differ', 'people', 'home', 'large', 'facility', 'great', 'number', 'inhabitant']	21	0	21	0.001397362119695503	3	['PROPN', 'ADJ', 'NOUN', 'NOUN', 'NOUN', 'VERB', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'NOUN', 'VERB', 'NOUN', 'ADV', 'ADJ', 'NOUN', 'ADJ', 'NOUN', 'ADJ']	PROPN ADJ NOUN NOUN NOUN VERB PROPN PROPN PROPN PROPN PROPN PROPN NOUN VERB NOUN ADV ADJ NOUN ADJ NOUN ADJ	['poorhouse', 'municipal', 'colony', 'govern', 'idea', 'say', 'magazine', 'new', 'jersey', 'league', 'municipality', 'refuge', 'unfortunate', 'differ', 'people', 'home', 'large', 'facility', 'great', 'number', 'inhabitant']	poorhouse municipal colony govern idea say magazine new jersey league municipality refuge unfortunate differ people home large facility great number inhabitant	0	OBJ	0.16266233766233767
cfc26110-2ffb-4310-bbe2-9ff5cd865429	SUBJ	False	['limit', 'focus', 'corporate', 'board', 'shareholder', 'financial', 'interest', 'corporate', 'law', 'intend', 'confine', 'sphere', 'influence', 'corporation', 'mean', 'protect', 'democracy', 'civic', 'institution', 'corporate', 'overreachjust', 'society', 'confer', 'certain', 'legal', 'advantage', 'nonprofit', 'corporation', 'return', 'confine', 'activity', 'sphere', 'charitable', 'cause']	34	1	34	0.0015470144859715419	2	['VERB', 'NOUN', 'ADJ', 'NOUN', 'NOUN', 'ADJ', 'NOUN', 'ADJ', 'NOUN', 'VERB', 'ADJ', 'ADJ', 'NOUN', 'PROPN', 'VERB', 'VERB', 'NOUN', 'ADJ', 'NOUN', 'ADJ', 'ADJ', 'NOUN', 'VERB', 'ADJ', 'ADJ', 'NOUN', 'ADJ', 'NOUN', 'VERB', 'NOUN', 'NOUN', 'ADV', 'ADJ', 'NOUN']	VERB NOUN ADJ NOUN NOUN ADJ NOUN ADJ NOUN VERB ADJ ADJ NOUN PROPN VERB VERB NOUN ADJ NOUN ADJ ADJ NOUN VERB ADJ ADJ NOUN ADJ NOUN VERB NOUN NOUN ADV ADJ NOUN	['limit', 'focus', 'corporate', 'board', 'shareholder', 'financial', 'interest', 'corporate', 'law', 'intend', 'confine', 'sphere', 'influence', 'corporation', 'mean', 'protect', 'democracy', 'civic', 'institution', 'corporate', 'overreachjust', 'society', 'confer', 'certain', 'legal', 'advantage', 'nonprofit', 'corporation', 'return', 'confine', 'activity', 'sphere', 'charitable', 'cause']	limit focus corporate board shareholder financial interest corporate law intend confine sphere influence corporation mean protect democracy civic institution corporate overreachjust society confer certain legal advantage nonprofit corporation return confine activity sphere charitable cause	0	OBJ	0.08772321428571428
119313dc-9bf0-434b-8b5a-5c1f6510552c	SUBJ	True	['mean', 'tax', 'mindful', 'wealth', 'favor', 'increase', 'popular', 'taxis', 'aid', 'defective', 'child']	11	1	11	0.0010115792804450698	2	['VERB', 'NOUN', 'ADJ', 'NOUN', 'NOUN', 'VERB', 'ADJ', 'X', 'NOUN', 'ADJ', 'NOUN']	VERB NOUN ADJ NOUN NOUN VERB ADJ X NOUN ADJ NOUN	['mean', 'tax', 'mindful', 'wealth', 'favor', 'increase', 'popular', 'taxis', 'aid', 'defective', 'child']	mean tax mindful wealth favor increase popular taxis aid defective child	1	SUBJ	0.14375
ce81586b-3914-4d6e-811b-084e499f3eb1	OBJ	False	['analyst', 'expect', 'require']	3	0	3	0.000534264057965359	2	['NOUN', 'VERB', 'VERB']	NOUN VERB VERB	['analyst', 'expect', 'require']	analyst expect require	1	SUBJ	0.0
2fc93ca9-4ae7-458b-ae31-cd886a2346de	OBJ	False	['democrats', 'congress', 'try', 'ban', 'alien', 'illegal', 'alien', 'replace', 'foreign', 'national', 'undocumente', 'foreign', 'national']	13	0	13	0.0009270134658519173	0	['PROPN', 'PROPN', 'VERB', 'NOUN', 'ADJ', 'ADJ', 'NOUN', 'VERB', 'ADJ', 'ADJ', 'ADJ', 'PROPN', 'PROPN']	PROPN PROPN VERB NOUN ADJ ADJ NOUN VERB ADJ ADJ ADJ PROPN PROPN	['democrats', 'congress', 'try', 'ban', 'alien', 'illegal', 'alien', 'replace', 'foreign', 'national', 'undocumente', 'foreign', 'national']	democrats congress try ban alien illegal alien replace foreign national undocumente foreign national	1	SUBJ	-0.25
89cccb37-28bf-439b-9257-e556ecccce17	SUBJ	False	['leftist', 'claim', 'perfectly', 'good', 'legal', 'phrase', 'illegal', 'alien', 'sinister', 'dehumanizing']	10	1	10	0.0009710010533628359	2	['ADJ', 'NOUN', 'ADV', 'ADJ', 'ADJ', 'NOUN', 'ADJ', 'ADJ', 'NOUN', 'VERB']	ADJ NOUN ADV ADJ ADJ NOUN ADJ ADJ NOUN VERB	['leftist', 'claim', 'perfectly', 'good', 'legal', 'phrase', 'illegal', 'alien', 'sinister', 'dehumanizing']	leftist claim perfectly good legal phrase illegal alien sinister dehumanizing	0	OBJ	-0.0666666666666667
8dd8e6d4-9f73-4ced-af27-1a76425eb379	OBJ	False	['large', 'number', 'influential', 'farright', 'movement', 'vocal', 'opposition', 'europride', 'recent', 'month', 'lead', 'vui', 'cancel', 'event']	14	0	14	0.001152071549911133	2	['ADJ', 'NOUN', 'ADJ', 'NOUN', 'NOUN', 'ADJ', 'NOUN', 'ADV', 'ADJ', 'NOUN', 'VERB', 'PROPN', 'PROPN', 'NOUN']	ADJ NOUN ADJ NOUN NOUN ADJ NOUN ADV ADJ NOUN VERB PROPN PROPN NOUN	['large', 'number', 'influential', 'farright', 'movement', 'vocal', 'opposition', 'europride', 'recent', 'month', 'lead', 'vui', 'cancel', 'event']	large number influential farright movement vocal opposition europride recent month lead vui cancel event	1	SUBJ	0.10714285714285714
8265740d-7224-4d52-ba1d-b95c73f91371	OBJ	False	['big', 'police', 'presence', 'pride', 'finally', 'go', 'ahead', 'peacefully', '2014']	9	0	9	0.000922195543513662	2	['ADJ', 'NOUN', 'NOUN', 'NOUN', 'ADV', 'VERB', 'ADV', 'ADV', 'NUM']	ADJ NOUN NOUN NOUN ADV VERB ADV ADV NUM	['big', 'police', 'presence', 'pride', 'finally', 'go', 'ahead', 'peacefully', '2014']	big police presence pride finally go ahead peacefully 2014	1	SUBJ	0.08333333333333333
dc1632c5-46ff-4adb-acc8-6e4b56dc0d11	OBJ	False	['china', 'gdp', '2023', '2trn', 'level', 'forecast', 'january', 'reckon', 'goldman', 'sach', 'bank']	11	0	11	0.0010178331832519497	2	['PROPN', 'PROPN', 'NUM', 'NUM', 'NOUN', 'NOUN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN']	PROPN PROPN NUM NUM NOUN NOUN PROPN PROPN PROPN PROPN PROPN	['china', 'gdp', '2023', '2trn', 'level', 'forecast', 'january', 'reckon', 'goldman', 'sach', 'bank']	china gdp 2023 2trn level forecast january reckon goldman sach bank	1	SUBJ	0.0
0288ebe9-bd89-49b3-ba60-f1bb745b6f48	OBJ	False	['accuse', 'somali', 'donate', 'variety', 'politician', 'include', 'rep', 'ilhan', 'omar', 'state', 'senator', 'omar', 'fateh', 'shukri', 'olow', 'run', 'state', 'representative', 'state', 'rep', 'hodan', 'hassan', 'keith', 'ellison', 'crony']	25	0	25	0.0013686473362893169	2	['VERB', 'ADJ', 'ADJ', 'NOUN', 'NOUN', 'VERB', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'ADP', 'VERB', 'NOUN', 'NOUN', 'NOUN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN']	VERB ADJ ADJ NOUN NOUN VERB PROPN PROPN PROPN PROPN PROPN PROPN PROPN PROPN ADP VERB NOUN NOUN NOUN PROPN PROPN PROPN PROPN PROPN PROPN	['accuse', 'somali', 'donate', 'variety', 'politician', 'include', 'rep', 'ilhan', 'omar', 'state', 'senator', 'omar', 'fateh', 'shukri', 'olow', 'run', 'state', 'representative', 'state', 'rep', 'hodan', 'hassan', 'keith', 'ellison', 'crony']	accuse somali donate variety politician include rep ilhan omar state senator omar fateh shukri olow run state representative state rep hodan hassan keith ellison crony	0	OBJ	0.0
182d73e2-3a71-43c4-acaf-e9248817766f	SUBJ	False	['take', 'refuge', 'public', 'credit', 'cause', 'infection', 'attack', 'business', 'banking', 'industry', 'agriculture', 'entire', 'body', 'private', 'enterprise']	15	1	15	0.0011866353478458594	2	['VERB', 'NOUN', 'ADJ', 'NOUN', 'NOUN', 'NOUN', 'NOUN', 'NOUN', 'NOUN', 'NOUN', 'NOUN', 'ADJ', 'NOUN', 'ADJ', 'NOUN']	VERB NOUN ADJ NOUN NOUN NOUN NOUN NOUN NOUN NOUN NOUN ADJ NOUN ADJ NOUN	['take', 'refuge', 'public', 'credit', 'cause', 'infection', 'attack', 'business', 'banking', 'industry', 'agriculture', 'entire', 'body', 'private', 'enterprise']	take refuge public credit cause infection attack business banking industry agriculture entire body private enterprise	1	SUBJ	0.0
bb3f5b4e-e145-42fb-95a1-bb9d1648fea6	OBJ	False	['normally', 'majority', 'opinion', 'speak', 'decision', 'policyour', 'state', 'value', 'inclusion', 'diversity', 'rule', 'base', 'policy', 'definition', 'judicial', 'activism']	16	0	16	0.0012234715220341371	3	['ADV', 'ADJ', 'NOUN', 'VERB', 'NOUN', 'NOUN', 'NOUN', 'NOUN', 'NOUN', 'NOUN', 'NOUN', 'NOUN', 'NOUN', 'NOUN', 'ADJ', 'NOUN']	ADV ADJ NOUN VERB NOUN NOUN NOUN NOUN NOUN NOUN NOUN NOUN NOUN NOUN ADJ NOUN	['normally', 'majority', 'opinion', 'speak', 'decision', 'policyour', 'state', 'value', 'inclusion', 'diversity', 'rule', 'base', 'policy', 'definition', 'judicial', 'activism']	normally majority opinion speak decision policyour state value inclusion diversity rule base policy definition judicial activism	0	OBJ	-0.325
246c617d-fafb-44bd-b8e6-caebb2def18f	OBJ	False	['way', 'outskirt', 'average', 'resident', 'inconveniently', 'far', 'freeway']	7	0	7	0.0008113284524907601	2	['NOUN', 'VERB', 'ADJ', 'NOUN', 'ADV', 'ADV', 'NOUN']	NOUN VERB ADJ NOUN ADV ADV NOUN	['way', 'outskirt', 'average', 'resident', 'inconveniently', 'far', 'freeway']	way outskirt average resident inconveniently far freeway	1	SUBJ	-0.024999999999999994
e3fe036b-b501-40b6-976a-92cad00a7d03	OBJ	False	['worker', 'grant', 'single', 'pay', 'sick', 'day']	6	0	6	0.0007527934485402736	4	['NOUN', 'VERB', 'ADJ', 'NOUN', 'ADJ', 'NOUN']	NOUN VERB ADJ NOUN ADJ NOUN	['worker', 'grant', 'single', 'pay', 'sick', 'day']	worker grant single pay sick day	0	OBJ	-0.39285714285714285
26596b19-6ae0-4087-ae00-98730d33dacc	OBJ	False	['plug', 'budgetary', 'hole', '80', '111', 'city', 'track', 'southern', 'weekly', 'mainland', 'newspaper', 'increase', 'collect', 'fine', 'year']	15	0	15	0.0011803682746826794	2	['VERB', 'ADJ', 'NOUN', 'NUM', 'NUM', 'NOUN', 'NOUN', 'ADJ', 'ADJ', 'NOUN', 'NOUN', 'NOUN', 'VERB', 'ADJ', 'NOUN']	VERB ADJ NOUN NUM NUM NOUN NOUN ADJ ADJ NOUN NOUN NOUN VERB ADJ NOUN	['plug', 'budgetary', 'hole', '80', '111', 'city', 'track', 'southern', 'weekly', 'mainland', 'newspaper', 'increase', 'collect', 'fine', 'year']	plug budgetary hole 80 111 city track southern weekly mainland newspaper increase collect fine year	1	SUBJ	0.20833333333333334
d9b68138-3561-4222-9364-724f49ff792f	SUBJ	True	['state', 'sixtytwo', 'county', 'city', 'addition', '932', 'town', '507', 'village', 'count', '9600', 'school', 'district', 'try', 'render', 'efficient', 'service', 'amid', 'diffuse', 'identity', 'inevitable', 'jealousy', 'roughly', '11000', 'independent', 'administrative', 'officer', 'board']	28	1	28	0.001619058723047314	0	['NOUN', 'PROPN', 'NOUN', 'NOUN', 'NOUN', 'NUM', 'NOUN', 'NUM', 'NOUN', 'NOUN', 'NUM', 'NOUN', 'NOUN', 'AUX', 'VERB', 'ADJ', 'NOUN', 'ADP', 'ADJ', 'NOUN', 'ADJ', 'NOUN', 'ADV', 'NUM', 'ADJ', 'ADJ', 'NOUN', 'NOUN']	NOUN PROPN NOUN NOUN NOUN NUM NOUN NUM NOUN NOUN NUM NOUN NOUN AUX VERB ADJ NOUN ADP ADJ NOUN ADJ NOUN ADV NUM ADJ ADJ NOUN NOUN	['state', 'sixtytwo', 'county', 'city', 'addition', '932', 'town', '507', 'village', 'count', '9600', 'school', 'district', 'try', 'render', 'efficient', 'service', 'amid', 'diffuse', 'identity', 'inevitable', 'jealousy', 'roughly', '11000', 'independent', 'administrative', 'officer', 'board']	state sixtytwo county city addition 932 town 507 village count 9600 school district try render efficient service amid diffuse identity inevitable jealousy roughly 11000 independent administrative officer board	0	OBJ	-0.03333333333333333
eaebd7db-6f3d-4c70-98d6-34b225389533	SUBJ	False	['habit', 'think', 'traditional', 'image', 'machine', 'boss', 'pork', 'barrel', 'spoil', 'system', 'politician', 'popular', 'character', 'acquire', 'merit', 'power', 'spend', 'public', 'money', 'thing', 'people', 'money', 'people', 'take', 'care', 'time', 'everybodys', 'money']	28	1	28	0.0014772030650786314	2	['NOUN', 'VERB', 'ADJ', 'NOUN', 'NOUN', 'NOUN', 'NOUN', 'NOUN', 'NOUN', 'NOUN', 'NOUN', 'ADJ', 'NOUN', 'VERB', 'NOUN', 'NOUN', 'VERB', 'ADJ', 'NOUN', 'NOUN', 'NOUN', 'NOUN', 'NOUN', 'VERB', 'NOUN', 'NOUN', 'ADJ', 'NOUN']	NOUN VERB ADJ NOUN NOUN NOUN NOUN NOUN NOUN NOUN NOUN ADJ NOUN VERB NOUN NOUN VERB ADJ NOUN NOUN NOUN NOUN NOUN VERB NOUN NOUN ADJ NOUN	['habit', 'think', 'traditional', 'image', 'machine', 'boss', 'pork', 'barrel', 'spoil', 'system', 'politician', 'popular', 'character', 'acquire', 'merit', 'power', 'spend', 'public', 'money', 'thing', 'people', 'money', 'people', 'take', 'care', 'time', 'everybodys', 'money']	habit think traditional image machine boss pork barrel spoil system politician popular character acquire merit power spend public money thing people money people take care time everybodys money	1	SUBJ	0.19999999999999998
18da0aa0-dc23-4028-9505-0ee169ebcc45	OBJ	False	['europride', 'go', 'warsaw', '2010', 'riga', '2015', 'belgrade', 'like', 'natural', 'step', 'term', 'political', 'complicated']	13	0	13	0.0011029759569526215	4	['PROPN', 'VERB', 'PROPN', 'NUM', 'PROPN', 'NUM', 'VERB', 'ADP', 'ADJ', 'NOUN', 'NOUN', 'ADJ', 'ADJ']	PROPN VERB PROPN NUM PROPN NUM VERB ADP ADJ NOUN NOUN ADJ ADJ	['europride', 'go', 'warsaw', '2010', 'riga', '2015', 'belgrade', 'like', 'natural', 'step', 'term', 'political', 'complicated']	europride go warsaw 2010 riga 2015 belgrade like natural step term political complicated	1	SUBJ	-0.13333333333333333
831f054e-4cc3-475d-b58f-c85f75900e8f	OBJ	False	['doctor']	1	0	1	0.0003098853424233034	2	['NOUN']	NOUN	['doctor']	doctor	0	OBJ	0.0
5891befb-11d7-4802-91e6-170dfe2b2d5e	OBJ	False	['course']	1	0	1	0.0003098853424233034	2	['NOUN']	NOUN	['course']	course	1	SUBJ	0.0
2178db02-b737-4cd8-b12e-fa55f3ca76d2	SUBJ	False	['government', 'equality', 'level', 'look', 'opposite', 'bill']	6	1	6	0.0007364873060364884	1	['NOUN', 'NOUN', 'NOUN', 'VERB', 'ADJ', 'NOUN']	NOUN NOUN NOUN VERB ADJ NOUN	['government', 'equality', 'level', 'look', 'opposite', 'bill']	government equality level look opposite bill	1	SUBJ	0.0
1740ae0d-8ea6-4f93-bbd5-a3275b5e8d97	OBJ	False	['teacher', 'unhappy']	2	0	2	0.000433071616910803	2	['NOUN', 'NOUN']	NOUN NOUN	['teacher', 'unhappy']	teacher unhappy	1	SUBJ	-0.6
cfebca6b-2658-4c9a-9058-d6e198448c21	SUBJ	False	['look', 'bellwether', 'world', 'economy', 'bad', 'consider', 'happen', 'high', 'end', 'london', 'property', 'market']	12	1	12	0.001068700473281153	2	['VERB', 'ADJ', 'NOUN', 'NOUN', 'ADJ', 'VERB', 'VERB', 'ADJ', 'NOUN', 'PROPN', 'NOUN', 'NOUN']	VERB ADJ NOUN NOUN ADJ VERB VERB ADJ NOUN PROPN NOUN NOUN	['look', 'bellwether', 'world', 'economy', 'bad', 'consider', 'happen', 'high', 'end', 'london', 'property', 'market']	look bellwether world economy bad consider happen high end london property market	1	SUBJ	-0.2699999999999999
920fd815-b798-4d8d-8cae-03bd50997ccd	OBJ	False	['thoughtful', 'proponent', 'stakeholder', 'capitalism', 'argue', 'friedman', 'miss', 'important', 'point', 'corporation', 'exist', 'state', 'nature', 'exist', 'society', 'permit']	16	0	16	0.0011421673600467608	2	['ADJ', 'ADJ', 'NOUN', 'NOUN', 'VERB', 'ADJ', 'VERB', 'ADJ', 'NOUN', 'NOUN', 'VERB', 'NOUN', 'PROPN', 'VERB', 'NOUN', 'NOUN']	ADJ ADJ NOUN NOUN VERB ADJ VERB ADJ NOUN NOUN VERB NOUN PROPN VERB NOUN NOUN	['thoughtful', 'proponent', 'stakeholder', 'capitalism', 'argue', 'friedman', 'miss', 'important', 'point', 'corporation', 'exist', 'state', 'nature', 'exist', 'society', 'permit']	thoughtful proponent stakeholder capitalism argue friedman miss important point corporation exist state nature exist society permit	0	OBJ	0.4
5ff28d29-b8f1-4b0e-a2b3-b116eefef72e	SUBJ	False	['strong', 'case', 'stakeholder', 'capitalism']	4	1	4	0.0006150990866217251	2	['ADJ', 'NOUN', 'NOUN', 'NOUN']	ADJ NOUN NOUN NOUN	['strong', 'case', 'stakeholder', 'capitalism']	strong case stakeholder capitalism	0	OBJ	0.43333333333333335
55afdcb9-4f47-40b4-b1ca-7010701712e3	OBJ	False	['fiscal', 'swing', 'like', 'gdp', 'year', '2008', '2010']	7	0	7	0.0008035701636424955	4	['ADJ', 'NOUN', 'ADP', 'NOUN', 'NOUN', 'NUM', 'NUM']	ADJ NOUN ADP NOUN NOUN NUM NUM	['fiscal', 'swing', 'like', 'gdp', 'year', '2008', '2010']	fiscal swing like gdp year 2008 2010	1	SUBJ	0.0
7fd2526a-27c2-4a91-8302-c1a0bfa420a3	SUBJ	False	['theory', 'problematic', 'behavior', 'part', 'new', 'mexico', 'rule', 'prevent', 'illegal', 'alien', 'give', 'authorization', 'practice', 'law', 'not', 'count']	16	1	16	0.001225051851657585	3	['ADJ', 'ADJ', 'NOUN', 'NOUN', 'PROPN', 'PROPN', 'NOUN', 'VERB', 'ADJ', 'NOUN', 'VERB', 'NOUN', 'NOUN', 'NOUN', 'PART', 'VERB']	ADJ ADJ NOUN NOUN PROPN PROPN NOUN VERB ADJ NOUN VERB NOUN NOUN NOUN PART VERB	['theory', 'problematic', 'behavior', 'part', 'new', 'mexico', 'rule', 'prevent', 'illegal', 'alien', 'give', 'authorization', 'practice', 'law', 'not', 'count']	theory problematic behavior part new mexico rule prevent illegal alien give authorization practice law not count	0	OBJ	-0.20454545454545456
b662740f-a3a5-4bf5-96e5-0012c1e05338	OBJ	False	['conservative', 'reject', 'boris', 'johnson', 'term', 'clearly', 'positive', 'sense', 'drop', 'reference', 'level']	11	0	11	0.0010218966899365276	2	['ADJ', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'ADV', 'ADJ', 'NOUN', 'NOUN', 'NOUN', 'NOUN']	ADJ PROPN PROPN PROPN PROPN ADV ADJ NOUN NOUN NOUN NOUN	['conservative', 'reject', 'boris', 'johnson', 'term', 'clearly', 'positive', 'sense', 'drop', 'reference', 'level']	conservative reject boris johnson term clearly positive sense drop reference level	1	SUBJ	0.22727272727272727
93a28974-cb99-4232-aca6-386033082974	OBJ	False	['teacher', 'unhappy']	2	0	2	0.000433071616910803	2	['NOUN', 'NOUN']	NOUN NOUN	['teacher', 'unhappy']	teacher unhappy	1	SUBJ	-0.6
5d8521c0-ea65-425e-94ce-fb73ba1ec702	OBJ	False	['entirely', 'clear', 'ba46', 'emerge', 'possible', 'recombinant', 'variant']	7	0	7	0.0008124284731577846	2	['ADV', 'ADJ', 'PROPN', 'VERB', 'ADJ', 'ADJ', 'NOUN']	ADV ADJ PROPN VERB ADJ ADJ NOUN	['entirely', 'clear', 'ba46', 'emerge', 'possible', 'recombinant', 'variant']	entirely clear ba46 emerge possible recombinant variant	0	OBJ	0.049999999999999996
29493d63-8766-46d2-ba47-a7a1fc23927f	OBJ	False	['banker', 'loath', 'lend', 'money', 'investor', 'reluctant', 'buy', 'bond']	8	0	8	0.0008704796367002771	2	['PROPN', 'PROPN', 'VERB', 'NOUN', 'NOUN', 'ADJ', 'NOUN', 'NOUN']	PROPN PROPN VERB NOUN NOUN ADJ NOUN NOUN	['banker', 'loath', 'lend', 'money', 'investor', 'reluctant', 'buy', 'bond']	banker loath lend money investor reluctant buy bond	1	SUBJ	0.0
df7e8368-c6f6-4c7d-aa46-e73a66352c06	SUBJ	False	['event', 'organiser', 'envisage', 'celebration', 'new', 'progressive', 'era', 'turn', 'chaotic', 'nightmare']	10	1	10	0.0009664039626004218	3	['NOUN', 'NOUN', 'NOUN', 'NOUN', 'PROPN', 'ADJ', 'NOUN', 'VERB', 'ADJ', 'NOUN']	NOUN NOUN NOUN NOUN PROPN ADJ NOUN VERB ADJ NOUN	['event', 'organiser', 'envisage', 'celebration', 'new', 'progressive', 'era', 'turn', 'chaotic', 'nightmare']	event organiser envisage celebration new progressive era turn chaotic nightmare	0	OBJ	0.13636363636363635
